"","MAP Statistic","dof","chisq","fit","RMSEA","BIC","eChisq","SRMR"
"1",0.00934902848763593,230,498.488750081845,0.440445832316517,0.0622895900894857,-813.381219089081,754.198113404228,0.070486644256009
"2",0.0109662877915325,208,414.114296821922,0.434937282485667,0.057375652145337,-772.272457906568,573.961048301654,0.0614901176921315
"3",0.0134863072733366,187,357.409241715977,0.465820519477848,0.0550131767809545,-709.198081044733,457.502885914939,0.0548985701397788
"4",0.0160013918170047,167,295.242788830748,0.498344849141469,0.0504835421894018,-657.288884436838,351.632158961677,0.0481291739432985
"5",0.0185835290468419,148,252.157923886659,0.542122710777623,0.0483192602863354,-592.001882362459,274.386534194475,0.0425153257800327
"6",0.0217959606611918,130,202.956795154618,0.495616256472635,0.0431223698702748,-538.534926550688,207.344894694573,0.0369581979701047
"7",0.0253908647521189,113,163.208130821295,0.496122043937167,0.0383395035690354,-481.319288814855,157.49741195257,0.0322107491073061
"8",0.0301031662962206,97,128.344472066678,0.468901597764758,0.0326493698601768,-424.922427974974,119.477084940895,0.0280547513044918
